fold,train_years,val_year,MAE,Spearman_rho,Macro_F1
1,2019,2020,4.018425583710449,0.5060209210628761,0.08380639244632224
2,2019-2020,2021,3.7480836894550538,0.5688519218386657,0.09046415507678032
3,2019-2021,2022,3.78386921456232,0.5407997376554656,0.06947054844408844
4,2019-2022,2023,3.4363952990992264,0.6136263068342558,0.11653035301345398
5,2019-2023,2024,3.2255060732962217,0.6942800305299838,0.09415757213663918
